title_translated,listed_price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badge_product_quality,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,urgency_text,merchant_rating_count,merchant_rating,merchant_id,product_picture,product_id
Mens Short Pants Summer Beach Pants Sports Trousers,11.0,10,1000,1,3.76,168,77.0,32.0,26.0,7.0,26.0,0,"('runningpant', 'trousers & shorts', 'shorts', 'beach5pant', 'summer', 'short pants', 'pants', 'tracksuitpant', 'beach', 'summerpant', 'trousersampshort', 'sports pants', ""men's pants"", 'sport', 'trousers', 'sports wear', 'blackpant')",black,M,50,3,42,0,noText,1452,3.73553719,5aca1225e053885132dc837a,https://contestimg.wish.com/api/webimage/5e0eb9a3ce94460127984053-medium.jpg,5e0eb9a3ce94460127984053
NEW Summer Womens Sleeveless V-neck Floral Print Beach Sling Dress Big Swing Dress Loose Casual Long Vest Dresses Ladies Party Dress Plus Size XS-8XL,9.0,8,100,1,4.16,31,17.0,7.0,4.0,1.0,2.0,0,"('summer', 'vest', 'plus size', 'long dress', 'dress', 'casual dresses', 'v-neck', 'ladies', 'beach dress', 'party dress', 'party dresses', 'floral', 'summer dresses', 'casual', 'swing dress', 'floral print', 'dresses', ""women's fashion"", 'maxi dresses', 'retro', 'party', 'swing', 'print', 'sleeveless', 'beach')",grey,S,20,3,35,0,noText,2869,3.974555594,5d46cdb476befe7f781dd1af,https://contestimg.wish.com/api/webimage/5e4b795796159b77894f2afd-medium.jpg,5e4b795796159b77894f2afd
Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,8.0,26,100,0,3.07,14,3.0,2.0,5.0,1.0,3.0,0,"('slimming', 'wasitcincher', 'fashion', 'waistgirdle', 'slimmingcorset', 'corset', 'summer', 'waist', 'waist trainer', 'fashion accessory', 'vest', 'shaperwear', 'belt')",black,XXL,50,2,40,1,QuantityLimited,43,3.186046512,5e4a06cb57cc9b1700e826b3,https://contestimg.wish.com/api/webimage/5ea6bb4678212d0c01c3476a-medium.jpg,5ea6bb4678212d0c01c3476a
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,3.78,4,1000,1,3.35,79,30.0,13.0,11.0,5.0,20.0,0,"('summer', 'shorts', 'high waist shorts', 'high waist', 'casual pants', 'pants', 'summer shorts', 'waist', 'slim fit', 'short pants', ""women's fashion"", 'plus size', 'lace up', 'women', 'fashion', 'casual', 'lace')",red,XS,1,1,38,0,noText,105015,3.789601486,5177b0b63feb620dd802a197,https://contestimg.wish.com/api/webimage/5dde07c651fe4539f9c3ee70-medium.jpg,5dde07c651fe4539f9c3ee70
Fashion Yoga Shorts Women Summer Shorts Casual Sports Shorts Gym Workout Waistband Skinny Shorts S-XL,8.0,7,100,0,3.89,9,5.0,2.0,0.0,0.0,2.0,0,"('summer', 'shorts', 'yoga', 'skinny pants', 'bottom', 'athleticshort', 'gymshort', ""women's fashion"", 'fashion', 'sports pants', 'hightwaistpant', 'sport', 'casual', 'women')",white,S,50,2,124,0,noText,32724,4.101118445,5729fb5ce1220e593d1b86ac,https://contestimg.wish.com/api/webimage/5bff59032065bf4285123b4a-medium.jpg,5bff59032065bf4285123b4a
New Summer Women Bikini Set Colorblock High Waist Swimming Bottom Casual Female Beachwear Bathing Suit Swimsuit Underwear,6.0,145,100,1,3.83,52,23.0,13.0,5.0,6.0,5.0,0,"('swimmingbottom', 'summer', 'underwear', 'fashion', 'swimwearwomen', 'bikini set', ""women's fashion"", 'swimsuits for women', 'swimsuit', 'casual', 'high waist', 'bikini', 'beacwear', 'suits', 'women', 'swimming', 'bikinis for women', 'waist')",green,XS,49,2,49,0,noText,2602,4.159492698,58171618bfa9fd1994661235,https://contestimg.wish.com/api/webimage/5e782fc60185361b7bee805f-medium.jpg,5e782fc60185361b7bee805f
Mens Summer Color Block Printed Chest Pocket Turn Down Collar Button Down Short Sleeve Loose Casual Shirts Beach Holiday,8.0,17,1000,0,3.96,288,133.0,75.0,39.0,18.0,23.0,0,"('summer', 'short sleeve t-shirt', 'holiday', ""men's fashion"", 'sleeve', 'pocket', 'cotton mens shirts', 'button', 'short sleeves', 'casualshirtformen', 'shirts for men', 'colorblock', 'shorts', 'printed', 'collar', 'button-down shirts', 'beach', 'casual', 'shirt')",white,M,50,3,32,0,noText,892,3.901345291,5b21e84a43b3b67a3089b10d,https://contestimg.wish.com/api/webimage/5d369a1866c3c46a8212c172-medium.jpg,5d369a1866c3c46a8212c172
2018 Summer New Women Long Skirts Solid Sexy Split Pencil Skirts,9.0,36,20000,0,4.09,4345,2341.0,878.0,607.0,230.0,289.0,0,"('summer', 'long skirt', 'pencil skirt', 'fashion skirts', 'long dress', 'dress', 'pencil', 'women skirts', ""women's fashion"", 'splits', 'sexy', 'skirts', 'women')",black,S,50,3,42,0,noText,49327,4.168345936000001,595b54fcd44a9b1180cb102b,https://contestimg.wish.com/api/webimage/59cc60cb86ac5b2f32a92b8a-medium.jpg,59cc60cb86ac5b2f32a92b8a
"Crochet bikini top, Crochet top, bikini top, bikini, beachwear, croshet clothing, boho top, top, sexy top",5.65,5,5000,1,4.06,998,526.0,202.0,147.0,46.0,77.0,0,"('fashion', 'crochet halter top', 'tops', 'sexy bikini', 'crochet top', 'swimwear', 'bikini', 'boho', 'women s clothing', 'crochet', 'crochet bikini', 'sexy', 'clothing')",black,S,50,1,65,0,noText,92654,4.2517214580000005,582173d6797f2308a87626e7,https://contestimg.wish.com/api/webimage/5abddcc030a7eb0beba353d5-medium.jpg,5abddcc030a7eb0beba353d5
New Summer Women's Fashion Sleeveless Sexy Deep V-neck Tank Top Package Hip Zipper Tunic Top Vest Casual Women Slim Fit Cotton Tees Shirt Plus Size S-5XL,3.0,3,100,0,3.4,15,5.0,3.0,2.0,3.0,2.0,0,"('tank top women', 'vest', 'fashion', 'cotton t shirt', 'tunic top', 'summer', 'slim', 'v-neck', ""women's fashion"", 'plus size', 'tank top', 'sexy', 'tank', 'zippers', 'summer tops', 'women', 'deep v-neck', 'cotton', 'tunic', 'shirt', 'sleevelessblouse', 'tops', 'slim fit', 'tunicvesttopswomen', 'casual', 'sleeveless', 'deep v neck top', 'bodycon top', 'tops for women', 'zippertop')",brown,XS,3,1,36,0,noText,268,3.891791045,5d454f4056a26067881bb903,https://contestimg.wish.com/api/webimage/5e79a626daa3f125000815ad-medium.jpg,5e79a626daa3f125000815ad
Summer Short Sleeve Dress Women Casual Loose Dress Plus Size V-neck Floral Dress,8.0,10,50,0,3.8,5,3.0,0.0,1.0,0.0,1.0,0,"('summer', 'plus size', 'sleeve dress', 'sleeve', 'dress', 'short sleeves', 'v-neck', 'casual', ""women's fashion"", 'shorts', 'floral dress', 'floral', 'women dress', 'women', 'loose dress', 'printed')",blue,XS,5,2,23,0,noText,129,3.7906976739999996,5eb6598ec43e5c5ab9fd5a78,https://contestimg.wish.com/api/webimage/5ec5e902610fbb0cb0ab6da2-medium.jpg,5ec5e902610fbb0cb0ab6da2
THAT'S A HORRIBLE IDEA WHAT TIME Art Letter Print T-shirt Summer Fashion Women Vest Sleeveless Round Neck Casual T-shirt Loose Cotton Tank Top Basic Tee Shirt Sport Yoga Top Plus Size XS-5XL,5.74,59,1000,0,3.99,71,41.0,7.0,10.0,7.0,6.0,0,"('women vest', 'vest', 'plus size', 'art', 'letter print', 'summer', 'summer t-shirts', 'yoga top', ""women's fashion"", 'fashion', 'tank top', 'loose t-shirt', 'tank', 'sport', 'casual', 'necks', 'cotton', 'fashion women', 'yoga', 'shirt', 'tee shirt', 't shirts', 'round neck', 'print', 'sleeveless', 'women', 'tops')",red,XS,3,1,43,0,noText,3161,4.181588105,5ae56280ddf45b183333ac45,https://contestimg.wish.com/api/webimage/5e3bc68087e8cb10820b3161-medium.jpg,5e3bc68087e8cb10820b3161
Women's Active Skort Athletic Stretchy Pleated Tennis Skirt for Running Golf Workout,5.0,5,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('ladies skort', 'running skirt', 'summer skirt', 'golf', 'short dress', 'women skirts', 'athletics', 'skirts', 'pleated', 'running', 'tennis', 'short skirt skorts', ""women's fashion"", 'hightwaistdres', 'pleated skirt', 'active', 'short skirt', 'tennisdres')",white,S,50,2,8,1,QuantityLimited,129,3.8372093019999998,5a3231f2e62bbc45b0bda1dd,https://contestimg.wish.com/api/webimage/5ed1c059630f990d1d44592c-medium.jpg,5ed1c059630f990d1d44592c
Bohemian Fashion Women Dresses Tassel Decoration Geometric Print Off the Shoulder Sexy Beach Dress,8.0,7,20000,1,3.61,5641,2245.0,1059.0,999.0,562.0,776.0,0,"('women', 'tassels', 'plus size', 'women dresses', 'dresses', 'dress', 'summer dress', ""women's fashion"", 'floral dress', 'decoration', 'boho', 'beach dress', 'fashion', 'female', 'sexy', 'print', 'bohemian dress', 'geometric', 'bohemian', 'beach', 'women clothing')",others,XXS,50,2,38,0,noText,70773,4.0383196980000005,54af9c1428565a151043b6bf,https://contestimg.wish.com/api/webimage/5525ebeb3056e817e9ccba1d-medium.jpg,5525ebeb3056e817e9ccba1d
2019 Summer Beach Shoes Couple Ventilative Sandals Casual Shoes Slippers,3.67,4,10000,1,4.31,2072,1314.0,374.0,208.0,73.0,103.0,0,"('summer', 'flip flops', 'outdoor', 'breathable', 'slippers', 'unisex', 'fashion', 'shoes', 'sandals', 'sport', 'beach', 'casual')",black,Others,50,1,138,0,noText,11333,4.395746934,57713183bd6b18740117229d,https://contestimg.wish.com/api/webimage/5d03bea61eff7835fb25338b-medium.jpg,5d03bea61eff7835fb25338b
New Women Summer Beach Off Shoulder Bandeau Maxi Dress Holiday Swimwear Cover Up Sexy Bikini Cover Up Beach Swimwear Dress,8.0,7,5000,1,3.69,894,396.0,161.0,128.0,78.0,131.0,0,"('summer', 'women', 'dress', 'summer dress', 'cover', ""women's fashion"", 'swimwear', 'swim suit cover up', 'beach dress', 'off shoulder dress', 'maxi dress', 'bikini', 'women dress', 'sexy', 'holiday', 'beach', 'cover ups', 'bandeau')",yellow,S,17,3,33,0,noText,3209,4.278591462,59410b5a7c64942ee36dad7a,https://contestimg.wish.com/api/webimage/5b1f7d6c3c6b9b16c50a857c-medium.jpg,5b1f7d6c3c6b9b16c50a857c
6 Color Summer Women Fashion Sexy Slim Fit Elegant Women Dress Plus Size Solid Color Fit and Flare Rockabilly Dress  S-5XL,11.0,10,1000,0,3.64,357,155.0,65.0,51.0,25.0,61.0,0,"('summer', 'short sleeve dress', 'pleated dress', 'plus size', 'slim fit', ""women's fashion"", 'slim', 'elegant', 'wrap dress', 'party dress', 'summer fashion', 'sexy', 'women', 'fashion', 'dress', 'casual dress')",blue,S,50,2,41,0,noText,39381,4.066326401,566012f6769a5629aefca555,https://contestimg.wish.com/api/webimage/5b909b94073c6b7adb985307-medium.jpg,5b909b94073c6b7adb985307
Women's Hey All You Cool Cats and Kittens Tees Funny Women Tank Tops Carole Baskin Shirt,8.0,7,50,0,4.0,6,2.0,2.0,2.0,0.0,0.0,0,"('sleevelesstopsforwomen', 'summer', 'fashion', 'tank', 'shirt', 'tigershirt', 'tops', 'sleeveless shirt', 'tank top', 'cats', 'bigcat', 'funny', ""women's fashion"", 'funnyshirt', 'carolebaskin', 'women')",blue,XS,4,3,42,1,QuantityLimited,19281,4.159898346,578caf669035dc557db297c0,https://contestimg.wish.com/api/webimage/5eb2218fbeadef13bbcd71ad-medium.jpg,5eb2218fbeadef13bbcd71ad
Women's Fashion Vintage Hollow Out Lace Dress Women Elegant Sleeveless White Dress Summer Chic Party Dress Vestidos Robe,22.0,169,1000,1,3.38,542,195.0,93.0,92.0,49.0,113.0,0,"('summer', 'fashion', 'lace', 'hollow-out', 'dress', 'mini dress', 'white dress', 'elegant', 'beach dress', 'party dress', 'sexy dress', 'summer fashion', 'chic', 'white', 'casual dress', 'party', 'midi dresses', 'vintage', 'lace dress', ""women's fashion"", 'sleeveless', 'robes', 'women')",white,M,50,5,35,1,QuantityLimited,9341,4.147414624,5b7ecbfa7956ef54b750df16,https://contestimg.wish.com/api/webimage/5c6275876c0cb22f5e6ba570-medium.jpg,5c6275876c0cb22f5e6ba570
Women's Fashion Chiffon Shirt Sleeveless Loose Tops T Shirt Plus Size S-5XL,8.0,7,10000,1,3.7,2441,1070.0,460.0,373.0,181.0,357.0,0,"('summer', 'vest', 'plus size', 'shirt', 'chiffon', 'tops', ""women's fashion"", 'fashion', 'off shoulder', 'sleeveless', 'casual')",white,S,50,3,41,0,noText,39381,4.066326401,566012f6769a5629aefca555,https://contestimg.wish.com/api/webimage/5bcd4a045d689f171be1655b-medium.jpg,5bcd4a045d689f171be1655b
Women Halter Long Sling Dress Swing Print Boho Dress,19.0,26,1000,1,3.01,205,57.0,25.0,43.0,23.0,57.0,0,"('swing dress', 'halter dress', 'halter', 'dress', 'summer dress', ""women's fashion"", 'maxi dresses', 'boho', 'beach dress', 'boho dress', 'party dresses', 'print', 'floral print', 'women', 'casual dress')",others,L,10,6,47,0,noText,5048,4.159667195,53df1a1046188e7ac043c6da,https://contestimg.wish.com/api/webimage/5d0062d51eff785af2761c47-medium.jpg,5d0062d51eff785af2761c47
Summer Women's Loose V-neck Sling Dress Sleeveless Dress Lace Dress,11.0,10,1000,0,3.67,215,94.0,32.0,40.0,23.0,26.0,0,"('summer', 'lace', 'dress', 'lace dress', 'v-neck', ""women's fashion"", 'women clothing', 'sleeveless dress', 'summer dresses', 'women dress', 'loose dress', 'sleeveless')",pink,S,50,2,39,0,noText,2377,4.0635254519999995,5ad1f14d40626a47903fe9df,https://contestimg.wish.com/api/webimage/5d05b9c3ffe84667e45db71e-medium.jpg,5d05b9c3ffe84667e45db71e
Summer Women Casual Sleeveless Loose Tops Floral Printed V-neck Shirt Blouse Ladies Fashion Buttoned T-shirts Lady Vest Plus Size Tank Tops XS-8XL,6.0,6,1000,0,4.17,505,295.0,108.0,36.0,23.0,43.0,0,"('summer', 'vest', 'fashion', 'tank top', ""women's fashion"", 'plus size', 'v-neck', 'floral', 'tank', 'casual', 'ladies fashion', 'blouse', 'floral print', 'shirt', 'tops', 'blouses & shirts', 't shirts', 'tops & t-shirts', 'ladies', 'sleeveless', 'women', 'printed')",pink,XS,9,2,37,0,noText,2996,4.3487983980000005,586c683cc87b4c4f84b6b4de,https://contestimg.wish.com/api/webimage/5ce55cc2ebe4035d7fbeb4f8-medium.jpg,5ce55cc2ebe4035d7fbeb4f8
"4 Colors Summer Women Fashion Sleeveless Cotton Letter Print ""BUT DID YOU DIE"" Tank Tops Workout Tank Top T-shirt Tee In Blue White and Grey",7.0,56,5000,1,4.16,1378,747.0,317.0,172.0,66.0,76.0,0,"('blues', 'summer', 'plus size', 'tank', 'sexy top', 'letter print', 'workout tanktop', 'tops', 'grey', 'tank top', ""women's fashion"", 'fashion', 'women t shirt', 'women', 'casual t-shirt', 'print', 'sleeveless', 'white', 'women top', 't shirts', 'cotton')",pink,S,15,2,41,0,noText,25222,4.001546268999999,566a47bfe9fa8a31b3ef5141,https://contestimg.wish.com/api/webimage/5b73bf7b7594b445df99384e-medium.jpg,5b73bf7b7594b445df99384e
XS-8XL Womens Fashion Summer Short Sleeve Long Blouses Deep V-neck Loose Party Dress Ladies Casual Loose Solid Color Plus Size Beach Wear Cover-up Short Linen Dress,7.0,6,10000,1,3.84,1978,951.0,368.0,285.0,144.0,230.0,0,"('summer', 'plus size', 'deep v-neck', 'dress', 'short sleeves', 'v-neck', 'mini dress', 'beach dress', 'fashion', 't-shirt dress', 'casual', 'blouse', 'shorts', 'tops & blouses', 'sleeve', 'summer dress', ""women's fashion"", 'party dress', 'ladies', 'party', 'linen dress', 'beach', 'loose dress')",white,XS,10,2,20,0,noText,7069,4.055029,5810bc6d61e38656e04e8ba2,https://contestimg.wish.com/api/webimage/5cce7e4242b1b85f6d3e5fa6-medium.jpg,5cce7e4242b1b85f6d3e5fa6
Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,8.0,11,100,0,2.81,21,5.0,2.0,4.0,4.0,6.0,0,"('summer', 'women rompers', 'plus size', 'women long pants', 'linenjumpsuit', 'pants', 'overalls', 'loose', 'plussizejumpsuit', ""women's fashion"", 'strappant', 'long pants', 'jumpsuits & rompers', 'rompers womens jumpsuit', 'vintage', 'women', 'women jumpsuit', 'casual', 'jumpsuit')",red,S,50,2,17,1,QuantityLimited,31,3.580645161,5d4e6ca57edfad27a90a6726,https://contestimg.wish.com/api/webimage/5e68654e4d9d67070047a61b-medium.jpg,5e68654e4d9d67070047a61b
Women Spring Floral Printed Demin Jumpsuit Romper Ladies Embroidery Summer Overalls Trousers Jeans Plus Size,14.0,26,100,0,3.61,72,31.0,14.0,8.0,6.0,13.0,0,"('summer', 'plus size', 'floral print', 'spring', 'demin', 'overalls', ""women's fashion"", 'jeansforwomen', 'trousersforwomen', 'flowers', 'printed', 'ladies', 'jeans', 'women', 'trousers', 'rompers', 'women fashion', 'jumpsuit')",grey,XS,2,3,39,0,noText,7385,4.087339201,5b9cc34eb226113590090c59,https://contestimg.wish.com/api/webimage/5e58c7425692c749b5631d44-medium.jpg,5e58c7425692c749b5631d44
Summer Women Boho Maxi Polka Dot Dress Irregular Sleeveless Casual Beach Wear Sundress,6.0,6,100,1,3.67,27,9.0,8.0,5.0,2.0,3.0,0,"('summer', 'plus size', 'women dresses', 'polka dot', 'spaghetti strap', 'polkas', 'irregulardre', 'boho', ""women's fashion"", 'party dress', 'boho dress', 'dress', 'sleeveless', 'sundress', 'beach', 'casual', 'women')",brown,XXS,5,2,38,1,QuantityLimited,4705,4.040595112,580c7d0a8b67fa197454a2d1,https://contestimg.wish.com/api/webimage/5e142dee04c3e579e89576a3-medium.jpg,5e142dee04c3e579e89576a3
2018 New Fashion Women Bikini Set Push-up Padded Bra Swimsuit -Swimwear,11.0,12,5000,0,3.45,1045,383.0,181.0,188.0,109.0,184.0,0,"('women', 'summer bikini', 'cheap tankini swimwear', 'bikini set', 'bikini swimwear', 'sexy bikini', 'fashion bikini', 'womens swimwear', 'beachwearbikini', 'padded', ""women's fashion"", 'fashion', 'swimsuits for women', 'triangle bikini', 'bikini', 'sexy', 'swimsuit', 'bras', 'swimming')",black,S,50,2,79,0,noText,1490,3.946308725,5a1a2758f3c1176a45e41544,https://contestimg.wish.com/api/webimage/5ad1ac1b81260b40b40c6b2b-medium.jpg,5ad1ac1b81260b40b40c6b2b
Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,6.0,21,5000,0,3.18,573,174.0,96.0,97.0,69.0,137.0,0,"('summer', 'womens dresses', 'mini', 'patchwork', 'dress', 'backlessbeachwear', 'mini dress', 'beachdresse', ""women's fashion"", 'women s clothing', 'soliddresse', 'party', 'backless', 'sexy', 'casual', 'sleeveless')",red,S,13,2,34,0,noText,9827,4.11386995,57c306d73a698c06f98ed450,https://contestimg.wish.com/api/webimage/594c7f0082f9b070a355c94c-medium.jpg,594c7f0082f9b070a355c94c
Women Skeleton Printed Premium Bodycon Slim Fit Soft Elasticity Black Summer Casual Shorts,7.0,47,5000,0,4.02,556,308.0,90.0,69.0,39.0,50.0,0,"('womensummershort', 'womenshortspant', 'casualwomensjean', 'skeleton', 'printed', 'summer', 'fashionwomensummershort', 'athleticshort', ""women's fashion"", 'shorts', 'black', 'womenminishort', 'denim pants', 'skeletonprinted', 'women', 'slim', 'casual', 'slim fit')",others,M,50,2,42,0,noText,35262,3.939481595,58d109c5e3830f6bcb47e35d,https://contestimg.wish.com/api/webimage/5ce3aefa37b2e67944a89146-medium.jpg,5ce3aefa37b2e67944a89146
Women Summer Sexy Halter Mini Dress Party Bodycon Dress Striped Dresses(S-XL),6.0,76,10000,1,4.29,1741,1074.0,324.0,191.0,73.0,79.0,1,"('sleeveless', 'halter', 'mini', 'dress', 'mini dress', 'women dress', ""women's fashion"", 'sexy', 'party', 'sexy dress', 'solid color', 'summer dresses', 'striped', 'beach', 'bodycon dress', 'women')",black,S,50,2,32,0,noText,28159,4.183387194,586dff6c16e4106b5e5feb58,https://contestimg.wish.com/api/webimage/5ac31ba3a9cca9278bbf44d5-medium.jpg,5ac31ba3a9cca9278bbf44d5
2020 New Womens Summer Sleeveless V-neck Floral Print Sling Dress Fashion Big Swing Skirt Loose Casual Long Vest Spaghetti Strap Dresses Ladies Party Dress Plus Size S-5XL,7.0,16,10000,0,3.71,1792,802.0,331.0,255.0,146.0,258.0,0,"('summer', 'vest', 'plus size', 'floral print', 'fashion', 'long dress', 'spaghetti', 'dress', 'summer dress', 'v-neck', 'floral', 'ladies', ""women's fashion"", 'party dress', 'party', 'maxi dress', 'print', 'sleeveless', 'skirts', 'casual')",red,S,50,2,45,0,noText,1702,3.907168038,5d3d59c772b0c92f4d1ea32d,https://contestimg.wish.com/api/webimage/5d9d842eb20dc815d33f5749-medium.jpg,5d9d842eb20dc815d33f5749
Pnma Men Summer Quick Dry Shorts Mens Swim Beach Shorts Swim Shorts Beach Wear Sports Gym,9.0,65,1000,1,3.7,162,70.0,32.0,26.0,10.0,24.0,0,"('runningshort', 'beach shorts', 'beachpant', 'bottom', 'sailboatshort', 'shorts', 'sport', 'beach swimwear', ""men's fashion"", 'puma', 'summer', 'men shorts', ""men's shorts"", 'surfshort', 'beach', 'men')",red,M,50,3,36,0,noText,3373,3.964719834,5a5c78ee9d0a7b724c6535fa,https://contestimg.wish.com/api/webimage/5e1bd84750f8cd462a20b05b-medium.jpg,5e1bd84750f8cd462a20b05b
Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,8.0,10,50,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,"('summer', 'short sleeve dress', 'neck dress', 'necks', 'sleeve', 'beach', 'dress', 'loose', 'short sleeves', 'v-neck', 'shorts', 'beach dress', 'plus size', 'midi dress', 'summer dress', 'print', 'pullovers', ""women's fashion"", 'casual', 'women')",yellow,XS,5,2,23,0,noText,127,3.874015748,5eb51ed929e7865dc268a561,https://contestimg.wish.com/api/webimage/5ec1e63f7abee20ab93c68f2-medium.jpg,5ec1e63f7abee20ab93c68f2
NEW Womens Short Sleeve Baggy Summer Beach Midi Dress Ladies Shift Kaftan Dresses,11.0,84,100,1,3.61,18,6.0,5.0,4.0,0.0,3.0,0,"('summer', 'shift dress', 'sleeve', 'shirt dress', 'long dress', 'beach', 'dress', 'short sleeves', 'cottonlinendre', 'beach dress', 'shorts', 'midi dress', 'ladies', ""women's fashion"", 'loose dress')",grey,XS,5,2,27,0,noText,435,3.8551724139999997,5ac82ff62c49567ffa616535,https://contestimg.wish.com/api/webimage/5e65d0ea5dc348884032a14e-medium.jpg,5e65d0ea5dc348884032a14e
New Aeeival Women Clothing Long Sleeve Autumn Winter Ball Gown Dress Slim Fit Patchwork Casual Lace Dress Vestido De Renda,8.0,7,100000,1,3.76,11062,4663.0,2418.0,1868.0,842.0,1271.0,0,"('roupas femininas', 'womens dresses', 'lace', 'gowns', 'long sleeve', 'dress', 'dress slim', ""women's fashion"", 'party dress', 'chiffiondres', 'vestidoderenda', 'clothing', 'casual', 'slim fit', 'winter', 'sleeve', 'robefemme', 'lace dress', 'slim', 'ball gown', 'women dress', 'women', 'fashion')",green,M,10,2,38,0,noText,108048,4.052504442,5417aada4ad3ab27e954b76c,https://contestimg.wish.com/api/webimage/54bdf18039b8c045f118936a-medium.jpg,54bdf18039b8c045f118936a
2019 Women Open Toe Ankle Braid Strap Straw Platform Sandals Adjustable Buckle Wedge Rubble Sole Summer Shoes Cute Espadrille,18.0,17,10000,0,4.17,3229,1834.0,691.0,340.0,140.0,224.0,0,"('wedge', 'sandals', 'summer', 'antislip', 'espadrille', 'slippers', 'platform', ""women's fashion"", 'open toe', 'cute', 'shoes', 'ankle', 'women shoes', 'braids', 'beach', 'buckles', 'women')",others,Others,18,5,39,0,noText,3309,4.250528861,5b8a5636af279f1699366496,https://contestimg.wish.com/api/webimage/5c8783d4fc2f9d769aa1cc3e-medium.jpg,5c8783d4fc2f9d769aa1cc3e
Women's Sexy Push Up Bikini Vintage Set Sexy Brazilian Biquini,11.0,30,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('woman fashion', 'fashion', 'outside', 'vintage', 'sexy bikini', 'tasselbikini', 'swimwear', 'swimsuit', 'bikini', 'brazilian', 'sexy', 'beach', 'women')",others,S,50,3,78,1,QuantityLimited,22621,4.2951239999999995,56025ed8293a5b2d24779bde,https://contestimg.wish.com/api/webimage/573db9316b335c34ca0513b8-medium.jpg,573db9316b335c34ca0513b8
S-5XL New Fashion Women Tops Blouse Sleeveless V-neck Solid Color Tank Top Women Summer Shirt Tops Plus Size Causal Loose,4.83,51,50,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0,"('blouse', 'summer', 'plus size', 'tops & blouses', 'shirt', 'women vest', 'tank', 'button', 'spaghetti strap', 'tank top', 'tops', ""women's fashion"", 'fashion', 'v-neck', 'sleeveless', 'casual', 'women')",white,XS,3,1,39,1,QuantityLimited,57,3.8245614039999998,5e3c5fbfe217d492138970c1,https://contestimg.wish.com/api/webimage/5ee8875404718a4bba2d6348-medium.jpg,5ee8875404718a4bba2d6348
2020 NEW Women Short Sets Summer Short Sleeve Tracksuit Fashion Printed T-shirt and Shorts,8.0,7,100,1,4.57,7,5.0,1.0,1.0,0.0,0.0,0,"('summer', 'womenshirtset', 'shortsetsforwomen', 'sleeve', 'beachsuit', 'yoga pants', 'womensportset', 'yogasuitset', 'short sleeves', 'womens clothes', ""women's fashion"", 'shorts', 'printed', 'fashion', 't shirts', 'women')",others,XS,2,3,37,0,noText,610,3.8147540980000003,5dcf512a97383300d357ad69,https://contestimg.wish.com/api/webimage/5ea5128b91b00685e5fe387d-medium.jpg,5ea5128b91b00685e5fe387d
Women's Fashion Boho Long Dot Dress Long Dress High Silt Printed Beach Dress XS-5XL,5.85,13,1000,1,3.16,602,186.0,104.0,97.0,52.0,163.0,0,"('wavepointdre', 'fashion', 'long dress', 'beach', 'dress', 'summer dress', 'boho', 'beach dress', 'party dress', 'boho dress', 'printed', ""women's fashion"")",blue,XS,9,2,38,1,QuantityLimited,25631,3.894736842,547d7e413b64451274068583,https://contestimg.wish.com/api/webimage/5d5bc86a32cc57482a4b9d5a-medium.jpg,5d5bc86a32cc57482a4b9d5a
Summer New Fashion Women Two Pieces Sleepwear Soft Silk Casual Pajama Sets(6 Colors) ,11.0,10,100,1,3.96,25,17.0,0.0,2.0,2.0,4.0,1,"('pajamaset', 'fashion', 'sexy pajamas for womens', 'silksleepwearforwomen', 'silksleepwear', 'pajamassuit', 'casual', ""women's fashion"", 'summer', 'sleepwear', 'pajamasforwomen', 'silksleepwearnightgown', 'silk', 'pajamassleepwear', ""women's pajamas"", 'women')",red,XS,50,2,27,1,QuantityLimited,794,4.277078086,58b7d6dd3c18975a18817d64,https://contestimg.wish.com/api/webimage/5d0729b0f945bd59ac54b329-medium.jpg,5d0729b0f945bd59ac54b329
Fashion Sunflower Print Short Sleeve T Shirt Summer Women Shirts Plus Size,9.0,34,100,1,4.44,18,13.0,3.0,0.0,1.0,1.0,0,"('summer', 'plus size', 'shirt', 'sleeve', 'sunflowers', 'short sleeves', 'round neck', ""women's fashion"", 'shorts', 'print', 'women', 'women top', 'fashion', 't shirts', 'cotton')",black,M,50,3,39,0,noText,1385,4.124909747,5d7b761abd5aa37518970b8c,https://contestimg.wish.com/api/webimage/5e54bf2ed1ef373d3ad6d1d9-medium.jpg,5e54bf2ed1ef373d3ad6d1d9
